prefix,suffix
"day; she was afraid, each time she opened the app, that the map would lurch sideways and locate Mira somewhere unexpected, walking into a police station, or at the departures desk of an international airport, or even just travelling down the highway at a hundred k's an hour. But so far, the yellow dot had always located her exactly where she'd said that she would be.


Late on Thursday night, Shelley had just zipped herself into her tent and was climbing into her sleeping bag when her phone lit up with a message from an unfamiliar number. 'This is Robert,' it read. 'Are you up?'


'Yes,' she texted back.


'I want to talk to you,' he wrote. 'Come up to the house in half an hour.' 
370


Surprised, Shelley sat up, unzipped her tent, and poked her head out to see if Mira's tent was lit – but the canvas dome was dark: she must have already turned in. Only Jessica and Aaron's tent was faintly glowing, though even as Shelle","y watched, the light inside winked out and she heard distant murmuring and shuffling as they settled down to sleep. There was no line of sight from the shearing shed, where they were camped, to the front gate, but even so, she felt a chill to think that Lemoine had come home without any of them knowing. She lay down again, waited half an hour like he had asked, and then got up and fumbled for her boots, which were already cold and wet with dew. She pulled on a woollen beanie and a head torch, climbed out"
"kind of gladness that the flask of coffee she'd prepared the night before was barely tepid by the time she reached her planting site and sat down on a stump to drink it, looking out at the dawn-tipped mountains above the steely surface of the lake, and imagining herself in jail. She imagined a cell without a window, and an open toilet, and bars worn shiny-smooth in the places that a pair of grasping hands 
374
would go. She imagined clockwise laps around a concrete yard, and maggots in her food, and eczema and chilblains and a new hacking cough, and a dead-eyed cellmate with a buzz cut and a nasty grin. She imagined her parents on visiting day, huddled together behind a pane of glass, her mother putting her hand over her mouth in shock when Mira was escorted out to them between a pair of guards, thin, broken, her complexion dull and waxy, her hair hanging lank over one eye, her father saying, 'Oh, sweetheart, not again,' as she sat down and","they saw the bruises on her face that she'd been trying to hide from them, bruises from where her cellmate had—


'Stop it,' Mira said aloud, shaking her head to dispel the fantasy, ashamed that yet again she had caught herself indulging in imaginary scenarios where 
she
 was the one who'd been injured, where 
she
 was the one who'd been wronged, this time by an invented cellmate in a fictitious future circumstance in which her parents were not only weirdly back together, but united in express"
"go to the police. We can't involve anybody else. It's too – Mira, this is the biggest fucking – listen. Just listen. Just listen to me. Please.' 
378


'What photos?' Mira said.


He dropped the flask, then took a ziplock bag out of his jacket pocket and held it up. The bag unfurled to show a stubby grey-capped cylinder at the very bottom: a roll of film. Thrusting it at her, he said, 'Mira, listen. There is a massive, totally secret, 
totally illegal
 mining operation going on right behind these mountains, right now, 
inside the national park
. Do you hear me? I found out about it. I broke in and took these photos' – he shook the bag – 'and now they're trying to kill me to shut me up. I had to jump into a river, and I left the car, it's Veronica's car, I left it with the keys in the – it doesn't matter. I just need to get these photos developed. I need to get this story out, because this is a","fucking international conspiracy at the highest fucking level, and the whole park is like crawling with drones—'


Mira wondered if he might be going mad. 'Slow down,' she said. 'Just slow down a second. I don't understand. What are you even—'


'They've been hunting me,' he said. 'All week. They have to fly low because of the trees. I've heard them combing back and forth. I can't move at night because the air's too cold, the contrast with my"
".'


Tony tried to smile. '""No, you hang up first,""' he said.


She laughed aloud, buoyed by a crazy feeling of impunity. She felt she might explode with relief and gratitude. 'Tony,' she said, smiling, coming back to take his hand, 'we're fine. Honestly. We're totally fine. We were just – young.'


'Yeah,' he said, looking down at her clean hand in his dirty one. 'We were young.'


She squeezed his fingers and released them. 'Stay here,' she said. 'I'll be back.' 
382


'Bring some food,' he said. 'And painkillers. And be careful.'


She set off running down the hill, still smiling; but when she came around the house and the valley seemed to open out before her, she faltered and the smile fell from her face, for in the few short hours that she had been weeding in the upper paddocks, the lower fields had been transformed into a worksite. The main gate at the bottom","of the hill was standing open, and crawling up the driveway was a train of heavy vehicles: eighteen-wheelers loaded with shipping containers, diggers, earth movers, kitset mobile offices, RVs—


She heard engine noise through the rain and turned in bewilderment to see Lemoine's dark-tinted SUV driving across the field towards her, windscreen wipers flashing, the suspension bouncing on the uneven ground. It drew level with her, and the passenger window slid down.


'I came to"
"stirring of arousal. 'They were together?'


'Kind of,' she said. 'I mean, yeah, once. But they were super 
386
close. And everyone always kind of thought they'd probably end up married one day. It was like a will-they-won't-they kind of thing.'


'Tell me more about the fight,' said Lemoine.


'Well,' Shelley said, 'Tony kind of lost before it even started, because Mira was late, and he'd been having this whole other argument with this girl called Amber, whose café we were meeting in, and he was doing the whole mansplainy, Berniebrotype thing with her, and so when Mira finally got there, things were already kind of tense.'


'What happened?'


'He just flipped out, I guess,' Shelley said. 'He said we were betraying everything that we believed in, and then obviously he lost the vote, and he left.'


'And then what?'


'Nothing,' Shelley said. 'Like I said: he","left. That was the last time I saw him.'


'What about Mira?'


'Same as me,' Shelley said. 'I'd be pretty surprised if they've been in touch since then. I mean, I don't even think they have each other's numbers. The hui, that meeting – that was the first time she'd seen him since he got back from overseas. But they never really got a chance to talk, and then we left the next day to come down here, so.'


'Okay, Shelley,'"
"'ll think of something. But this is just to tide you over in the meantime. I'm so sorry it took me so long to get back.'


She was talking very fast, her features all but obscured in the dark.


'Can you think of something?' she said. 'Like, I even thought, maybe I could pretend my mum was sick or something, so I'd have to leave in a hurry. But then I thought, it can't be too much of an emergency, or Robert would offer to fly me out in his plane. I mean, maybe he'd do that. I don't know. Aren't you hungry?'


Tony was staring at her in pure horror. 'Mira,' he whispered, 'I told you. 
You can't travel at night
.'


'No, it's okay,' she said, reaching out a hand to reassure him. 'It's okay. I don't have my phone. It's still inside the Thermos, like you said. I left it in my tent. I didn't take it out all","day. It's fine.'


'No,' Tony said, still horror-struck. 'No. I'm talking about the drones. If you move at night, they can see you better. Because of the contrast. The heat of your body contrasts with the air. It makes you more visible. I told you that.'


'Oh,' she said, seeming to deflate a little. 'Yeah. Shit. But we're probably okay. Right? I mean, it's not like they're going to be watching everywhere at once. It"
"said Lemoine calmly. 'Or he used to be.'


Recognition dawned across her face. 'Oh my God,' she said.


Lemoine said nothing.


'But …' She put her hands up to her temples. 'Wait,' she said. 'I don't understand.'


Ever since Lemoine had seen the footage of Tony taking photographs in Korowai – days before he learned who Tony really was – he had been looking for a way to ruin him, to destroy his credibility pre-emptively, just in case those photographs got out. It had taken him until that morning to circumvent the password of the laptop he'd discovered under the passenger seat of what he now knew was Tony's sister's car, and once he'd finally broken in, he'd been rewarded beyond his wildest expectations when he'd discovered, in Tony's 'Recent' folder, a Word document that bore the file name 'eattherich' – created, not incidentally, the morning after the controversial vote at Birnam Wood. Reading it, Lemoine had laughed out loud. The gu","y had no credibility to start with. The job was already done.


'I don't understand,' Mira said. 'How?'


Lemoine got out his phone to quote a passage. '""These tax-dodging economic parasites,""' he recited, '""cannot be allowed to retreat into a private sphere of luxury so well-insulated from the lives of ordinary people, and so well-defended against them, as to amount to a form of secession – an obscene evasion of social, moral, and environmental responsibility that would be "
"the farmhouse, deciding as he bumped his way across the fields that he would bring his bodyguard on board. He couldn't carry out his plan alone. The mercenaries answered to Lt Col Weschler, not to him, and Lemoine could think of no conceivable reason why Weschler, who had never had any dealings with any member of Birnam Wood, would want or need to be rid of them. Besides, the PMCs had enough on their plates with the packout in the park – they were already having to extract the stolen minerals in suboptimal conditions and at speed – and Weschler had leaned on them once already. He'd spun the death of Owen Darvish as an accidental security breach that had required a simple clean-up job; he couldn't use that explanation twice. Better to keep them separate. Church and state, thought Lemoine, smiling slightly as he pulled into the garage, cut the engine, and got out of the car. Anyway, the bodyguard was desperate to 
399
see some action; he'd been chafing at the bit for months.","And he was good. Lemoine opened his laptop, transferred a stack of cash into the guard's account, showed him the balance, and promised him ten times that amount when the job was done. The guy didn't even hesitate. 'What do you need?' he said.


'I'd rather pay a fine than a fee,' Lemoine had said to Shelley the night before. This was a maxim that he had held through his entire career; what he might have added was that in most situations, he usually avoided even being fined. He knew that once the rare"
"me back to the house and talk to me. That's all I'm asking.'


'Bullshit,' Tony said again, but he didn't sound as sure.


They heard the engine of the SUV coming up the hill towards them, and Lemoine waved the flashlight to signal to his driver where they were. The SUV drove up to the trees and stopped. The driver's door opened, but nobody got out.


'I'm going to get in the car now,' said Lemoine. 'I suggest you follow.'


He shut off the light and walked out of the shelterbelt, blinking away the reddish bloom that filled his vision in the sudden dark.


His phone was vibrating in his pocket. He took it out and saw that it was Shelley calling. He walked a little further to the edge of Mira's planting site and then answered the call. 
403


'Mira's gone,' Shelley said, sounding out of breath. 'She said she had a headache and she went to bed, but I just checked and she","'s not in her tent and her backpack's missing too, and on the app her location is the same as it was this morning, like it hasn't updated, like it still says ""Last Seen"" about eleven something this morning and then nothing after that. She must have disabled it. She's never done that before. She's gone. I don't know where she is.'


'She's with me,' said Lemoine.


'What?' Shelley said. 'With you?'


'She was trying to make a run for it"
"hand and Tony put his arm around the guy's neck and allowed himself to be lifted out of the car. Mira scooted across the back seat to slip out after him, but before she made it to the edge, the driver said, 'No,' and shut the door on her. She tried the handle, but it, too, was locked from the inside. She watched through the tinted glass as the driver held Tony up by the armpits and Lemoine reached into Tony's jacket pocket and pulled out the ziplock bag that contained the roll of film. In the light from the porch Mira could see that Tony's face was 
407
white with pain and exhaustion. His eyes were dull. Lemoine checked his other pocket and withdrew a Swiss Army knife that was opened at the blade. He folded it shut, then patted Tony's trouser pockets and felt around his waistband and down his thighs and between his legs. Tony stayed limp. He had no expression on his face at all. Mira had never seen him look like that before. She had never seen anybody look like that before. At last Lemoine","stood back and nodded again to the driver, who put Tony's arm across his shoulders and half-carried him into the house.


Lemoine and Mira looked at one another through the tinted glass. Then, to Mira's surprise, he opened the door to let her out.


'Go take care of him,' Lemoine said. 'I wasn't kidding: I don't want him to die.'


'So call an ambulance,' Mira said.


'No,' said Lemoine. 'I'm not"
"dead. She put it back, and then sensed movement behind her and turned to see Lemoine standing in the kitchen doorway with his hands on either side of the frame.


'How is he?' he said.


'I'm not a doctor,' Mira said. 'I don't know.'


Lemoine studied her. 'I'm going to make some coffee,' he said at last.


She followed him into the kitchen and watched as he took the glass jug out of the Darvishes' electric coffee maker, filled it at the tap, poured the water into the back of the machine, 
411
and then spooned coffee into the filter. He shut the lid and turned it on.


'I thought you didn't drink coffee,' Mira said.


'I don't,' said Lemoine. He leaned back against the worktop and folded his arms and gazed at her thoughtfully, cocking his head. The machine began to hiss and burble. 'What's the deal between you two, anyway?' he said after a moment. 'I mean, the guy","'s nothing. He's a punk. What am I missing here?'


'What are you missing here?' Mira echoed, hearing the idiom as though for the first time.


'Yeah,' said Lemoine. 'What's the appeal? I don't get it.'


She stared at him, hating him suddenly, and wanting to spite him with the truth.


'I guess,' she said slowly, 'I guess … it was the possibility.'


'Will they or won't they?' he said in a mock"
"d be someone in the house when she woke up; it had been very sweet of them to offer, she said, but the sooner she got into a normal routine the better – and really, all she needed now was sleep. Jesse and his girlfriend drove her home. She hugged them both and said goodnight and went inside the flat and shut the door and waited thirty seconds and then called a taxi to come and take her to the airport right away.


In Christchurch she hired a rental car and set off south, but she had barely left the airport car park when she began to cry again, and soon her vision was so blurred by tears that she had to pull over and hug the steering wheel and sob. It was past eleven. She cried until her eyes were swollen shut, and then she 
415
sat with her forehead pressed against her folded arms above the horn and told herself that she 
was
 exhausted, that it was true she hadn't slept all week, that she was really in no fit state to drive, least of all a five-hour trip to Thorndike 
in the middle of","the night
. The last thing her children needed was to lose both their parents in the space of a week. Chastened, she went to a motel instead, and let the night clerk draw his own conclusions from her puffy face and the lateness of the hour and the fact that she was carrying no luggage, not even a handbag, just her phone and her keys and her driver's licence and a credit card. She paid for the room in advance, let herself in, got under the synthetic comforter, and slept.


It was still quite dark"
", and then she saw that something else was missing: the plastic drum marked 
dangerous poison
 and 
sodium fluoroacetate
 and 
restricted chemical product 
and 1080 
bait for the control of rabbits
, with an authorising label made out to Mr Owen Darvish of Darvish Pest Control.


She heard a scream. It was distant – she guessed it issued from the fields below the house – but it was unmistakably a scream 
419
of pain, an abject, full-throated, terror-stricken cry for help. It sounded like a girl. Lady Darvish felt her heart constricting in her chest. She couldn't move. She waited for the ghastly sound to stop, and eventually it did – but only long enough for the girl to draw another breath – and then she screamed again.


Lady Darvish ran down the hall to what they'd always referred to as the front room, even though it was strictly speaking on the side of the house, and not at the front","; it had been the living room before they'd built the extension and put in the picture window, and since the renovation they had hardly used it. On a low bookshelf against the wall was the special presentation case that she'd had made for Sir Owen's fiftieth birthday, where his .22 air rifle and his skinning knife were displayed on velvet behind museum glass. She opened the case and took out the rifle, jamming the stock against her hip, gripping it just beyond the trigger guard with her left hand, and with her right, smack"
"that he had placed against his broken ankle as a 
423
splint. He tore off the dirt-soaked bandage and drew it out and fumbled it as he tried to test the trigger. He picked it up again. He tried again. It worked: a little dancing flame appeared. He clenched the lighter in his fist and began to move again, faster now, dragging his broken body through the undergrowth, and through the bush, and across the hill, and into the basin, and when at last he reached the fence with the lichen-spotted signs that read 
'research in progress – please keep out',
 he put the aluminium wand between his teeth and clambered up and over, feeling that the end was very close now, that any minute now, it would happen: he would die. On the other side, he pulled his body forward in an army crawl until he reached the nets that camouflaged the leaching pits, and then he put his good shoulder against a manhole cover, and with the last of his strength, shoved it aside. He pushed one of the nets","into the evil-smelling hole and then pulled it out again, and then he drew a breath and held the trigger down with both his thumbs and thrust the lighted wand against the sopping fabric, praying that the flame would catch, praying that the fire would send up smoke and burn away the nets so that the scale of the destruction would be visible from overhead, so that somebody would see it, so that somebody would notice, so that somebody would care, and as the fire began to blaze and crackle up the ancient trees around him, Tony prayed that somebody would come to put it out."
